Title,Description
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ -  ΔΗΛΩΣΗ ΓΙΑ ΟΣΑ ΕΙΠΕ Ο ΠΡΩΘΥΠΟΥΡΓΟΣ ΓΙΑ ΤΗΝ ΑΚΡΙΒΕΙΑ 12/12/2023,"Ο πρωθυπουργός και χθες μας είπε ότι η αγορά λειτουργεί κανονικά.

Εμείς λοιπόν συμβουλεύουμε αυτόν και τους υπόλοιπους πολιτικούς αρχηγούς να πάρουμε όλοι από 100 ευρώ, να πάμε σε ένα super market και να δούμε τελικά πόσο κανονική είναι αυτή η αγορά, η οποία μαστίζει με την ακρίβεια το εισόδημα του ελληνικού λαού.

Και αν θέλει και χωρίς κάμερες, γιατί η προσφιλής του τακτική είναι να παίρνει και κάμερες μαζί του."
ΔΗΛΩΣΗ ΤΟΥ ΠΡΟΕΔΡΟΥ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ ΚΥΡΙΑΚΟΥ ΒΕΛΟΠΟΥΛΟΥ ΓΙΑ ΤΗ ΣΥΝΑΝΤΗΣΗ ΜΗΤΣΟΤΑΚΗ -  ΕΡΝΤΟΓΑΝ,"Μια επίσκεψη, 3 ιστορικές εθνικές γκάφες από την κυβέρνηση της Νέας Δημοκρατίας και τον ίδιο
τον Πρωθυπουργό.
Η πρώτη γκάφα, γκάφα ολκής, ήταν η υπόκλιση του Υπουργού Εξωτερικών στον Ερντογάν. Η
δεύτερη γκάφα ήταν οτι ο Πρωθυπουργός ανέχθηκε να ομιλεί ο Ερντογάν για τουρκικήμειονότητα
στη Θράκη, χωρίς να του επισημάνει ότι η Ελληνική, τεράστια μειονότητα, εκδιώχθηκε,
ξεριζώθηκε, από την περιοχή της Κωνσταντινούπολης, την Ίμβρο, την Τένεδο και όλη την Μικρά
Ασία.
Η τρίτη γκάφα ήταν ότι ο ίδιος ο Πρωθυπουργός ανέχθηκε να του λέει ο Ερντογάν ότι η Ελλάδα
είναι άντρο τρομοκρατών! Ο μεγαλύτερος τρομοκράτης της υφηλίου, ο Ερντογάν, έκανε τον
Πρωθυπουργό της χώρας να θεωρηθεί η Ελλάδα άντρο τρομοκρατών!
Αυτές τις γκάφες τις είδαμε. Μία επίσκεψη, τρείς γκάφες.
Φανταστείτε πόσες άλλες έκανε ο Πρωθυπουργός στην κατ' ιδίαν τους συνάντηση."
"Κ. ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ  - Ζωντανά στην εκπομπή “Κοινωνία Ώρα MEGA"" | MEGA TV 06/12/2023","Ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ Κ.ΒΕΛΟΠΟΥΛΟΣ ζωντανά  στo MEGA TV και στην εκπομπή  “Κοινωνία Ώρα MEGA""  με τους Ιορδάνη Χασαπόπουλο και την Ανθή Βούλγαρη"
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ομιλία στη Βουλή 06/12/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ζωντανά η παρέμβαση στη Βουλή 06/12/2023,
"Κ. ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - MEGA TV | Εκπομπή “Κοινωνία Ώρα MEGA"" 06/12/2023","Ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ Κ.ΒΕΛΟΠΟΥΛΟΣ καλεσμένος στo MEGA TV και στην εκπομπή  “Κοινωνία Ώρα MEGA""  με τους Ιορδάνη Χασαπόπουλο και την Ανθή Βούλγαρη"
"Κ. ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ  - Εκπομπή “Kontra24"" με την Αναστασία Γιάμαλη | KONTRA 05/12/2023",Ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ Κ.ΒΕΛΟΠΟΥΛΟΣ καλεσμένος στo KONTRA και στην εκπομπή  “Kontra24”  με την Αναστασία Γιάμαλη
"Κ. ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ  - Ζωντανά στην εκπομπή “Kontra24"" | KONTRA 05/12/2023",Ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ Κ.ΒΕΛΟΠΟΥΛΟΣ ζωντανά  στo KONTRA και στην εκπομπή  “Kontra24”  με την Αναστασία Γιάμαλη
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ομιλία στη Βουλή 01/12/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ζωντανά η παρέμβαση στη Βουλή 01/12/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Δηλώσεις για τις ευρωεκλογές και την επιστολική ψήφο 30/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ζωντανά η ομιλία στη Βουλή 29/11/2023,
"ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - MEGA TV εκπομπή ""Live News""  29/11/2023","Ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ  κ. Κυριάκος Βελόπουλος καλεσμένος στο MEGA και στην εκπομπή ""Live News"" με τον Νίκο Ευαγγελάτο"
"ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ  - Ζωντανά στην εκπομπή ""Live News"" MEGA TV 29/11/2023","Ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ  κ. Κυριάκος Βελόπουλος ζωντανά στο MEGA και στην εκπομπή ""Live News"" με τον Νίκο Ευαγγελάτο"
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ομιλία στη Βουλή 29/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Δήλωση για την επίσκεψη του Κ. Μητσοτάκη στο Λονδίνο 28/11/2023,
"Κ. ΒΕΛΟΠΟΥΛΟΣ - ΕΛΛΗΝΙΚΗ ΛΥΣΗ  23/11/2023 συνέντευξη στο Attica tv και στην εκπομπή ""ΧΩΡΙΣ ΜΑΚΙΓΙΑΖ""",
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ζωντανά η ομιλία στη Βουλή (Δευτερολογία) 22/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ - Ζωντανά η παρέμβαση του Προέδρου της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ στη Βουλή 22/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ομιλία στη Βουλή (Δευτερολογία) 22/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ομιλία στη Βουλή 22/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Νίκος Χατζηνικολάου Real FM 20/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ζωντανά στην ΕΡΤ 16/11/2023,Ο Πρόεδρος της Ελληνικής Λύσης κ. Κυριάκος Βελόπουλος ζωντανά στην ΕΡΤ1 και στην εκπομπή “ΣΥΝΔΕΣΕΙΣ” με τους Κώστα Παπαχλιμίντζο και Χριστίνα Βίδου
"ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΕΡΤ1 Εκπομπή ""ΣΥΝΔΕΣΕΙΣ"" 16/11/2023",Ο Πρόεδρος της Ελληνικής Λύσης Κυριάκος Βελόπουλος καλεσμένος στην ΕΡΤ1 και στην εκπομπή “ΣΥΝΔΕΣΕΙΣ” με τους Κώστα Παπαχλιμίντζο και Χριστίνα Βίδου
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ - Ζωντανά η παρέμβαση του Προέδρου της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ στη Βουλή 15/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ομιλία στη Βουλή 15/11/2023,"Ομιλία του προέδρου της Ελληνικής Λύσης κ. Κυριάκου Βελόπουλου στην Βουλή, κατά την συζήτηση και λήψη απόφασης, σύμφωνα με τα άρθρα 68 παρ. 2 εδάφια γ΄ και δ΄ του Συντάγματος και 144 παρ.5 εδάφιο β΄ του Κανονισμού της Βουλής, επί της προτάσεως που κατέθεσαν ο Πρόεδρος της Κοινοβουλευτικής Ομάδας ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΟΣ κ. Δημήτριος Κουτσούμπας και οι Βουλευτές του κόμματός του, για σύσταση Εξεταστικής Επιτροπής με θέμα: «Τη διερεύνηση του εγκλήματος των Τεμπών και όλων των πτυχών που σχετίζονται με αυτό»."
Κ. ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Δήλωση για το φορολογικό νομοσχέδιο που προωθεί η ΝΔ 14/11/2023,
Κ. ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Δήλωση για την επικείμενη συνάντηση Μητσοτάκη-Ερντογάν 14/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Απάντηση στο «διάγγελμα» Κασσελάκη 10/11/2023,Η απάντηση του προέδρου της Ελληνικής Λύσης Κυριάκου Βελόπουλου στο «διάγγελμα» Κασσελάκη
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ - Ζωντανά η παρέμβαση του Προέδρου της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ στη Βουλή 09/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ομιλία στη Βουλή 09/11/2023,
Κ. ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ζωντανά στον ΑΝΤ1 | Εκπομπή “ΚΑΛΗΜΕΡΑ ΕΛΛΑΔΑ” 08/11/2023,Ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ Κ.ΒΕΛΟΠΟΥΛΟΣ ζωντανά στoν ANT1 και στην εκπομπή  “ΚΑΛΗΜΕΡΑ ΕΛΛΑΔΑ” με τον Γιώργο Παπαδάκη και την Μαρία Αναστασοπούλου.
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Εκπομπή “ΚΑΛΗΜΕΡΑ ΕΛΛΑΔΑ” ANT1 08/11/2023,Ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ Κ.ΒΕΛΟΠΟΥΛΟΣ καλεσμένος στoν ANT1 και στην εκπομπή “ΚΑΛΗΜΕΡΑ ΕΛΛΑΔΑ” με τον Γιώργο Παπαδάκη και την Μαρία Αναστασοπούλου.
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Δηλώσεις για την εκδήλωση για Κ. Σημίτη και για Σ. Κασσελάκη,"Εμείς σε γκαλά, δεξιώσεις, κυρίως εκσυγχρονιστών που κατέστρεψαν την Ελλάδα, δεν θα πηγαίνουμε ποτέ. Και δεν πηγαίνουμε ποτέ.

Αλλά απορώ με τον κο Κασσελάκη, ο οποίος εργαζόμενος στην Goldman Sachs, όπως ο ίδιος έχει πει, ξεχνά ότι η Goldman Sachs έκανε τα παράνομα swap του Σημίτη. Άρα ο μισθός του κου Κασσελάκη προέρχεται από την Goldman Sachs, δηλαδή από τα παράνομα λεφτά που ο ίδιος καταγγέλλει.

Κοιτάξτε, ο κος Κασσελάκης μπορεί να ξεγελάει πολύ κόσμο. Την Ελληνική Λύση όχι. Γι’ αυτό πρέπει να προσέχει τι λέει. Η πολιτική είναι πολύ σοβαρή υπόθεση για να νομίζει ότι απευθύνεται σε αστείους."
"ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ""ΑΝΑΤΡΕΠΤΙΚΟ ΔΕΛΤΙΟ"" ALERT TV 02/11/2023",
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ - Ζωντανά η παρέμβαση του Προέδρου της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ στη Βουλή 01/11/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ομιλία στη Βουλή 01/11/2023,
ΔΗΛΩΣΗ ΤΟΥ ΠΡΟΕΔΡΟΥ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ ΓΙΑ ΤΗΝ ΑΝΤΙΜΕΤΩΠΙΣΗ ΦΟΡΟΔΙΑΦΥΓΗΣ ΑΠΟ ΤΗΝ ΚΥΒΕΡΝΗΣΗ,"Χρειάστηκαν 5 χρόνια για να ανακαλύψει η ΝΔ και πάλι τη φοροδιαφυγή. Το ζήτημα είναι ότι με λάθος τρόπο πάει να την αντιμετωπίσει. Πάλι με ελέγχους, πάλι με πρόστιμα.

Η μοναδική λύση είναι η πρόταση της Ελληνικής Λύσης. Οριζόντιος φόρος 15% σε όλους, φυσικά πρόσωπα και εταιρείες, ώστε να τελειώσει η φοροδιαφυγή.

Όλα τα άλλα είναι δικαιολογίες ανίκανων."
ΔΗΛΩΣΗ  ΓΙΑ ΤΗΝ ΚΑΤΑΘΕΣΗ ΑΠΟ ΤΟ ΠΑΣΟΚ ΠΡΟΤΑΣΗΣ ΓΙΑ ΣΥΣΤΑΣΗ ΕΞΕΤΑΣΤΙΚΗΣ ΕΠΙΤΡΟΠΗΣ ΓΙΑ ΤΑ ΤΕΜΠΗ,"ΔΗΛΩΣΗ ΤΟΥ ΠΡΟΕΔΡΟΥ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ ΓΙΑ ΤΗΝ ΚΑΤΑΘΕΣΗ ΑΠΟ ΤΟ ΠΑΣΟΚ ΠΡΟΤΑΣΗΣ ΓΙΑ ΣΥΣΤΑΣΗ ΕΞΕΤΑΣΤΙΚΗΣ ΕΠΙΤΡΟΠΗΣ ΓΙΑ ΤΑ ΤΕΜΠΗ

Μετά από μήνες ο κος Ανδρουλάκης καλωσορίζεται από την Ελληνική Λύση στη γραμμή της. 

Επιτέλους αποφάσισε ο ίδιος μετά από μήνες να καταθέσει αίτημα για σύσταση εξεταστικής επιτροπής για τα Τέμπη. Όταν κατέθεσε η Ελληνική Λύση αρνήθηκε να την υπογράψει.

Αυτό αποδεικνύει το μέγεθος του ΠΑΣΟΚ – μικρό για τα μεγάλα."
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ | ΔΗΛΩΣΗ ΓΙΑ ΤΗΝ ΣΥΝΑΝΤΗΣΗ ΜΗΤΣΟΤΑΚΗ - ΕΡΝΤΟΓΑΝ ΣΤΙΣ 7 ΔΕΚΕΜΒΡΙΟΥ,"ΔΗΛΩΣΗ ΤΟΥ ΠΡΟΕΔΡΟΥ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ ΓΙΑ ΤΗΝ ΣΥΝΑΝΤΗΣΗ ΜΗΤΣΟΤΑΚΗ - ΕΡΝΤΟΓΑΝ ΣΤΙΣ 7 ΔΕΚΕΜΒΡΙΟΥ ΣΤΗ ΘΕΣΣΑΛΟΝΙΚΗ

Είναι απαράδεκτη η αντεθνική εμμονή του πρωθυπουργού να θέλει να συζητήσει με τον κο Ερντογάν, όταν ο ίδιος λέει ότι είναι στη λάθος πλευρά της ιστορίας - ο Ερντογάν, ο μιλιταριστής και ο φασίστας.

Κανένας Τούρκος στις 7 Δεκεμβρίου στη Θεσσαλονίκη, άμεση διακοπή των συζητήσεων με τον άνθρωπο που διεκδικεί τη Θεσσαλονίκη, που διεκδικεί την Ελλάδα. Με τον κο Ερντογάν.

ΑΠΟ ΤΟ ΓΡΑΦΕΙΟ ΤΥΠΟΥ"
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Δήλωση για την επέτειο απελευθέρωσης της Θεσσαλονίκης 26/10/2023,"Η δήλωση του προέδρου της Ελληνική Λύσης με αφορμή τις εκδηλώσεις της επετείου της ημέρας απελευθέρωσης της Θεσσαλονίκης από τον τουρκικό ζυγό και της εορτής του Πολιούχου της πόλης, Αγίου Δημητρίου."
Κ. ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Εκπομπή “ΚΑΛΗΜΕΡΑ ΕΛΛΑΔΑ” ANT1 19/10/2023,Ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ Κ.ΒΕΛΟΠΟΥΛΟΣ ζωντανά στoν ANT1 και στην εκπομπή  “ΚΑΛΗΜΕΡΑ ΕΛΛΑΔΑ” με τον Γιώργο Παπαδάκη και την Μαρία Αναστασοπούλου.
Κυριάκος Βελόπουλος - Εκπομπή “ΚΑΛΗΜΕΡΑ ΕΛΛΑΔΑ” ANT1 19/10/2023,Ο Πρόεδρος της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ Κ.ΒΕΛΟΠΟΥΛΟΣ καλεσμένος στoν ANT1 και στην εκπομπή  “ΚΑΛΗΜΕΡΑ ΕΛΛΑΔΑ” με τον Γιώργο Παπαδάκη και την Μαρία Αναστασοπούλου.
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - Ομιλία στη Βουλή 18/10/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ - Ζωντανά η παρέμβαση του Προέδρου της ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ στη Βουλή 18/10/2023,
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΔΗΛΩΣΗ ΓΙΑ ΤΑ ΟΣΑ ΕΙΠΕ Ο ΠΡΩΘΥΠΟΥΡΓΟΣ ΓΙΑ ΤΟ ΔΗΜΟΓΡΑΦΙΚΟ,"Ο άνθρωπος που επί των ημερών του καταγράφηκε η μεγαλύτερη μείωση ελληνικού πληθυσμού στη χώρα ανακάλυψε το δημογραφικό ως εθνικό κίνδυνο. 

Είναι ο ίδιος άνθρωπος που πριν λίγες ημέρες μας είχε πει ότι θα εμπλουτίσει την Ελλάδα με νέους αφιχθέντες λαθρομετανάστες. 

Πραγματικά μιλάμε για πολιτική παράνοια."
ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΤΟ ΠΡΑΓΜΑΤΙΚΟ ΜΗΝΥΜΑ ΤΩΝ ΑΥΤΟΔΙΟΙΚΗΤΙΚΩΝ ΕΚΛΟΓΩΝ,"Πραγματικά το πολιτικό προσωπικό της χώρας είναι εκτός πραγματικότητας. Ακόμα και σήμερα λένε όλοι ότι κέρδισαν. Όλοι είναι νικητές. 

Εμείς ρωτάμε: ποιος έχασε; Θα μας πουν; 

Αν θέλουν να μάθουν ποιος έχασε, έχασε η Δημοκρατία με την τεράστια αποχή και ουσιαστικά ο ελληνικός λαός, ο οποίος θα απωλέσει και την πλέον τελευταία του ελπίδα για να διορθωθούν τα πράγματα, γιατί είναι αμετανόητοι και ζουν στον δικό τους κόσμο, σε όλα τα κόμματα."
