Title,Description
"Δεξιοί, κεντρώοι και αριστεροί δέχεστε να καθυβρίζονται τα ιερά και τα όσια της πατρίδας μας;","Απίστευτο μένος προς τον Άγιο της καρδιάς μας.

Παρέμβαση του Νίκου Παπαδόπουλου, βουλευτή Β' Θεσσαλονίκης της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης «Αναμόρφωση επαγγελματικής ασφάλισης, εξορθολογισμός ασφαλιστικής νομοθεσίας, συνταξιοδοτικές ρυθμίσεις, σύστημα διορισμού και προσλήψεων των εκπαιδευτικών της δημόσιας υπηρεσίας απασχόλησης και λοιπές διατάξεις» (18/12/2023)."
Αποδεικνύετε την εμμονή σας σε κάθε τι εθνομηδενιστικό!,"Έχετε ψηφίσει μνημόνια μαζί με τα άλλα κόμματα. Έχετε καταστρέψει τη χώρα. Έχετε εξευτελίσει την Ελλάδα με κάθε τρόπο. Έχετε αποξενώσει τον Έλληνα από την περιουσία και από τη γη του και τον έχετε καταδικάσει στη φτώχεια. Έχετε διαλύσει την επαρχία και τον πρωτογενή τομέα. Έχετε οδηγήσει τα χωριά σε ερήμωση και έχετε εκδιώξει τα ελληνόπουλα στο εξωτερικό. 
Και τώρα αντί να διορθώσετε κάτι από τα λάθη σας, έρχεστε και λέτε στην ελληνική οικογένεια ότι θα αντικαταστήσετε τον ελληνικό πληθυσμό με παράνομους μετανάστες. 
Αυτά γιατί δεν τα είπατε προεκλογικά στους Έλληνες;

Ομιλία του Γεώργιου Ρούντα, βουλευτή Λάρισας της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης «Αναμόρφωση επαγγελματικής ασφάλισης, εξορθολογισμός ασφαλιστικής νομοθεσίας, συνταξιοδοτικές ρυθμίσεις, σύστημα διορισμού και προσλήψεων των εκπαιδευτικών της δημόσιας υπηρεσίας απασχόλησης και λοιπές διατάξεις» (18/12/2023)."
Με την σκανδαλώδη τροπολογία Καιρίδη μεθοδεύεται η διάλυση της εθνικής συνοχής,"Η μεταλλαγμένη ΝΔ και οι υπουργοί της, που παλαιότερα ήταν αντίθετοι στην εισβολή των λαθρομεταναστών, τώρα επιστρατεύουν όλες τους τις ικανότητες για να διαλύσουν την κοινωνική και εθνική συνοχή της πατρίδας μας με τις σκανδαλώδεις και μαζικές νομιμοποιήσεις παράνομων μεταναστών.
Η έκδοση των συντάξεων καθυστερεί απελπιστικά. Αντί να δοθούν κίνητρα για εργασία στους νέους και αξιοπρεπείς συντάξεις στους ηλικιωμένους συμβαίνει το παράδοξο να δίνονται κίνητρα στους ηλικιωμένους να εργαστούν!

Ομιλία του Νίκου Παπαδόπουλου, βουλευτή Β' Θεσσαλονίκης της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης «Αναμόρφωση επαγγελματικής ασφάλισης, εξορθολογισμός ασφαλιστικής νομοθεσίας, συνταξιοδοτικές ρυθμίσεις, σύστημα διορισμού και προσλήψεων των εκπαιδευτικών της δημόσιας υπηρεσίας απασχόλησης και λοιπές διατάξεις» (18/12/2023)."
Δεν θα επιτρέψουμε την ισλαμοποίηση της Ελλάδας,"Με φρενήρεις ρυθμούς επιτάχυνσης της διαδικασίας νομιμοποίησης των παράνομων μεταναστών. H κυβέρνηση προσπαθεί να τους εντάξει στην αγορά εργασίας πριν ακόμα ολοκληρωθεί η εξέταση των αιτημάτων τους. 
Αυτό σημαίνει στην πράξη ότι σκοπός της είναι να ριζώσουν στην πατρίδα μας, γεγονός που σημαίνει σημαντική αλλοίωση πληθυσμού ενώ ταυτόχρονα το μέτρο αυτό  λειτουργεί ως μαγνήτης για την αύξηση των ροών αλλά και τον αιτήσεων διεθνούς προστασίας.

Ομιλία της Ασπασίας Κουρουπάκη, βουλευτή Β1 Βορείου Τομέα Αθηνών, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης «Αναμόρφωση επαγγελματικής ασφάλισης, εξορθολογισμός ασφαλιστικής νομοθεσίας, συνταξιοδοτικές ρυθμίσεις, σύστημα διορισμού και προσλήψεων των εκπαιδευτικών της δημόσιας υπηρεσίας απασχόλησης και λοιπές διατάξεις» (18/12/2023)."
Υπουργός της ακρίβειας στην κυβέρνηση της ακρίβειας,"Η κυβέρνηση σκοπεύει να επιδοτήσει υπεράκτια αιολικά πάρκα αδιαφορώντας για τις τοπικές κοινωνίες και τίς αρχές της τοπικής αυτοδιοίκησης οι οποίες αντιδρούν. Έχει βάλει σκοπό να καταστρέψει τις παραλίες με γιγάντια μεταλλικά μπάζα.
Στον υπουργό της ακρίβειας έχουμε να πούμε ότι ακόμα και ο ηλιακός θερμοσίφωνας πουλιέται πλέον στην διπλάσια τιμή και έγινε προϊόν πολυτέλειας για τα λαϊκά νοικοκυριά.

Παρέμβαση του Νικόλαου Βρεττού, βουλευτή Β3 Νοτίου Τομέα Αθηνών της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Οικονομίας και Οικονομικών «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2024» (15/12/2023)."
Ειρήνη υμίν!,"Με αφορμή τις θεολογικού τύπου διενέξεις στο κοινοβούλιο έχουμε να πούμε το εξής: Όσα δεν μπορεί να αντιμετωπίσει ο άνθρωπος τα εναποθέτει στον Θεό.
Η παρέμβαση της ΝΙΚΗΣ τελικά, που ο λαός την έστειλε στο κοινοβούλιο με ένα ανεξήγητο και απρόσμενο τρόπο, μόνο καλό έχει φέρει διότι καταδεικνύει την αποτυχία του πολιτικού συστήματος, αποτυχία που μόνο με υπαρξιακές αναζητήσεις μπορεί να αντιμετωπιστεί.

Παρέμβαση του Νικολάου Βρεττού, βουλευτή Β3 Νοτίου Τομέα Αθηνών της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Οικονομίας και Οικονομικών «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2024» (15/12/2023)."
«κ.Τσακαλώτο εσείς δείχνατε αγάπη όταν ψηφίζατε μνημόνια;» - Δημήτρης Νατσιός,"«κ. Τσακαλώτο, εσείς δείχνατε αγάπη όταν ψηφίζατε μνημόνια που έστειλαν στον τάφο πολλούς συμπολίτες μας ή τα παιδιά πολλών οικογενειών της Ελλάδος στο εξωτερικό, βυθίζοντας στη θλίψη και την απόγνωση τις οικογένειές τους; Εσείς δείχνατε αγάπη, αφού μας κατηγορήσατε ότι μας λείπει αγάπη, όταν μειώνατε τις συντάξεις;
Να μας απαντήσετε».

Από την ομιλία του Δημήτρη Νατσιού, προέδρου της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Οικονομίας και Οικονομικών «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2024» (17/12/2023)."
"«Όταν το κράτος γίνεται φοροφαγάς, ο πολίτης αναγκάζεται να γίνει φοροφυγάς!»","Η σημαία μας  επιτρέπεται να αλλάξει το χρώμα της μόνο όταν βαφεί κόκκινη από το αίμα των ηρώων, είναι δυνατόν να διακωμωδείται;
Τα τελευταία 15 χρόνια οι κυβερνήσεις στο θέμα του χουλιγκανισμού δεν τολμούν να αγγίξουν το κατεστημένο της βίας και όσους το ευνοούν. Ατιμωρησία, ηθική κατάπτωση και ασυδοσία, οι νέοι πάσχουν από κρίση κοινωνικής ταυτότητας με αποτέλεσμα της στρατολόγησή τους σε οπαδικούς στρατούς.
Κ. Τσακαλώτο, δείχνατε εσείς αγάπη όταν ψηφίζατε τα μνημόνια που έστειλαν στον τάφο συμπολίτες μας, τα παιδιά μας στα ξένα, όταν μειώνατε συντάξεις;
Ας επικεντρωθούμε στους Έλληνες αντί να επιδοτούμε τον εποικισμό της χώρας από Ισλαμιστές. Σε κάποιες περιοχές της Αθήνας νοιώθεις ότι ακυρώθηκε η Επανάσταση του ΄21.
Ο προϋπολογισμός δείχνει τελικά ότι η κυβέρνηση δρα ως διαχειριστής, τοποτηρητής και φιλήκοος των ξένων. Λείπει το όραμα.

Ομιλία του Δημήτρη Νατσιού, προέδρου της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Οικονομίας και Οικονομικών «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2024» (17/12/2023)."
Ξανά γελασμένος και προδομένος ο ελληνικός λαός,"Συμπονούμε το λαό γιατί είμαστε κομμάτι του, δεν επενδύουμε στη χειραγώγηση και στην καταστροφή του αλλά πρεσβεύουμε την Ανάστασή του.

Δευτερολογία του Νικόλαου Βρεττού, βουλευτή Β3 Νοτίου Τομέα Αθηνών της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Οικονομίας και Οικονομικών «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2024» (17/12/2023)."
Διακήρυξη Αθηνών: Σταδιακή εγκατάλειψη εθνικών θέσεων,"Η Διακήρυξη των Αθηνών δεν έχει καμία νομική αξία. Νομική αξία έχει το Διεθνές Δίκαιο της Θάλασσας που έχει γίνει παγκόσμιο εθιμικό δίκαιο και έχει ενταχθεί στο Δίκαιο της ΕΕ από το 1998 δεσμεύοντας και την Τουρκία ως υποψήφια χώρα για ένταξη. 
Θέση μας είναι η  οριοθέτηση της ΑΟΖ με την Τουρκία  στο πλαίσιο εφαρμογής του Ενωσιακού Δικαίου και των υποχρεώσεων που απορρέουν για την Τουρκία ως συνδεδεμένο μέλος με την ΕΕ.

Ομιλία του Δημήτρη Νατσιού, προέδρου της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής απευθυνόμενος προς τον Υπ. Εξωτερικών κ. Γ. Γεραπετρίτη (16/12/2023)."
Φτάνει με τις συκοφαντίες σας! - Δημήτρης Νατσιός,"Κατά τη διάρκεια της παρουσίασης στο ΑΠΘ, του βιβλίου της Μαρίας Δεληβάνη «Η Ελλάδα που ματώνει», ομάδα ατόμων εισέβαλαν απειλώντας και φωνάζοντας συνθήματα κατά τα ΝΙΚΗΣ και του προσώπου μου -σαν και αυτά που χρησιμοποιούσε και η κυβέρνηση προεκλογικώς-, με χαρακτήρισαν σκοταδιστή, θρησκόληπτο και φασίστα. Το έζησα και αυτό μετά από 35 χρόνια αξιοπρεπούς παρουσίας σε σχολική αίθουσα, να βλέπω πρώην μαθητές μου να με κατηγορούν. Ούτε σκοτάδια είμαστε ούτε σκοταδιστές. Είμαστε Χριστιανοί Ορθόδοξοι, Έλληνες πολίτες, ομολογούμε την πίστη μας, σεβόμαστε και αγαπάμε την αιματοβαμμένη πατρίδα μας.

Ομιλία του Δημήτρη Νατσιού, προέδρου της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής (15/12/2023)."
Αντιπαραγωγικός και  άπληστος ο προϋπολογισμός,"Ρεκόρ κερδοφορίας  σε τράπεζες, διυλιστήρια και παρόχους ενέργειας την ώρα που μαστίζεται ο λαός χάνοντας τα σπίτια του, μη δυνάμενος  να πληρώσει την θέρμανσή του και τα καύσιμα για την μετακίνησή του.
Επίγειος παράδεισος κερδοσκοπίας η Ελλάδα,  με υπερκέρδη των συγκεκριμένων τομέων, τέτοιων που δεν συναντούμε σε καμία άλλη ευρωπαϊκή χώρα.
Αυτός ο προϋπολογισμός αποσκοπεί μόνο στο να εξασφαλιστούν τα αιματοβαμμένα πλεονάσματα για να ικανοποιηθούν οι δανειστές.

Ομιλία του Νίκου Παπαδόπουλου, βουλευτή Β' Θεσσαλονίκης της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Οικονομίας και Οικονομικών «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2024» (14/12/2023)."
Εκκωφαντική σιωπή για την φασιστική επίθεση κατά του προέδρου της ΝΙΚΗΣ,"Εκκωφαντική σιωπή του πολιτικού και του δημοσιογραφικού κόσμου καθώς και της πανεπιστημιακής κοινότητας για την φασιστική επίθεση από τους ""γνωστούς αγνώστους"", δήθεν φοιτητές, κατά του προέδρου της ΝΙΚΗΣ. 
Οι προβλέψεις για τον προϋπολογισμό πέφτουν πάντα έξω παρά την καθοδήγηση έμπειρων πολιτικών, παρά τις αναλυτικές καταγραφές δεδομένων με σταδιακό έλεγχο των ποσοτικών δεικτών με έναν μεγάλο φορέα επίβλεψης και ελέγχου. 
Μετά την εξαφάνιση της μεσαίας τάξης είναι σε πλήρη εξέλιξη η φτωχοποίηση των Ελλήνων των οποίων το χάπι χρυσώνει η κυβέρνηση με επιδόματα ελεημοσύνης και όλων των ειδών τα pass. 

Ομιλία του Κομνηνού Δελβερούδη, βουλευτή Πιερίας της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Οικονομίας και Οικονομικών «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2024» (14/12/2023)."
"Τέμπη: Εμπορεύματα με ""προσωπικά δεδομένα"";","Ο πρόεδρος του ΟΣΕ δήλωσε ότι μετά το έγκλημα των Τεμπών στον σιδηροδρομικό σταθμό Θεσσαλονίκης καταστράφηκαν τα αρχεία σχετικά με τα εμπορεύματα που μεταφέρονταν λόγω ""προσωπικών δεδομένων"". 
Έχουν τα εμπορεύματα προσωπικά δεδομένα; 
Έχουν οι ανώνυμες εταιρείες προσωπικά δεδομένα;
Επιπροσθέτως απαιτείται σιωπή και σεβασμός για αυτό που περνάει ο βαριά τραυματισμένος αστυνομικός. 

Παρέμβαση του Νικολάου Βρεττού, βουλευτή Β3 Νοτίου Τομέα Αθηνών της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Οικονομίας και Οικονομικών «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2024» (14/12/2023)."
Η ΝΙΚΗ δεν τρομάζει από τις φασιστικές επιθέσεις των συστημικών παιδιών κατά του προέδρου μας,"Ο προϋπολογισμός αυτός υπηρετεί  έναν σπάταλο κομματικό μηχανισμό εξουσίας που έχει συνθηκολογήσει απροϋπόθετα με τις απαιτήσεις των κεφαλαίων της απληστίας. 
Στοχεύει στην ανάπτυξη της νέας ολιγαρχίας στην ενίσχυση της τραπεζικής ελίτ, στην άνευ όρων παράδοση στα ξένα τυχοδιωκτικά τραστ και στην επιβολή της νεοποχίτικης σκέψης .
Η ΝΙΚΗ δεν τρομάζει από τις φασιστικές επιθέσεις των συστημικών παιδιών κατά του προέδρου μας. Θα επιτελέσει το καθήκον της συνάπτοντας με τον λαό δημοκρατικό μνημόνιο που θα του εξασφαλίζει συνθήκες αξιοπρεπούς διαβίωσης.

Ομιλία του Νικόλαου Βρεττού, βουλευτή Β3 Νοτίου Τομέα Αθηνών της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Οικονομίας και Οικονομικών «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2024» (14/12/2023)."
Πετρέλαιο και φυσικό αέριο: Να ξεπαγώσουν άμεσα οι επενδύσεις για την εκμετάλλευσή τους,"Η φτώχεια θριαμβεύει την ίδια στιγμή που πλουτίζουν οι φίλοι του πρωθυπουργού με κρατικά συμβόλαια και με νόμους του υπουργείου για την ενέργεια.
Η οικονομία στραγγαλίζεται, δεν υπάρχει ελπίδα να μειωθεί το εξωτερικό χρέος.
Είναι άμεση ανάγκη να ανοίξουν τα λιγνιτωρυχεία και να ξεπαγώσουν οι επενδύσεις για την εκμετάλλευση των κοιτασμάτων πετρελαίου και του φυσικού αερίου .

Ομιλία του κ. Γεωργίου Αποστολάκη, βουλευτή επικρατείας της ΝΙΚΗΣ, στην Ολομέλεια της Βουλής για το σχέδιο νόμου του Υπουργείου Οικονομίας και Οικονομικών «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2024» (14/12/2023)."
