Title,Description
"Οι νέοι θέλουν αξιοκρατία, ευκαιρίες και σεβασμό","Ο Κυριάκος Μητσοτάκης είναι ο θείος που λέει «εγώ θα κάτσω με τη νεολαία» και της μοιράζει φραγκοδίφραγκα αντί για εργασία, παιδεία, ποιότητα ζωής και προοπτική.
Οι νέοι θέλουν αξιοκρατία, ευκαιρίες και σεβασμό.
Μην τους υποτιμάτε."
Ομιλία στη συνεδρίαση της Κ.Ο. του ΣΥΡΙΖΑ ΠΣ,"Ομιλία του προέδρου του ΣΥΡΙΖΑ - Προοδευτική Συμμαχία, Στέφανου Κασσελάκη, στη συνεδρίαση της Κ.Ο."
"Θα γελούσα με το black χιούμορ του, αν δεν ήταν τόσο black η καθημερινότητα που έφτιαξε.","Σήμερα στη Βουλή, ο Κυριάκος Μητσοτάκης είπε ότι κινδυνεύουμε να γίνουμε κόμμα Black Friday, -50%.
Θα γελούσα με το black χιούμορ του, αν δεν ήταν τόσο black η καθημερινότητα που έφτιαξε για τους πολίτες.
Δείτε το βίντεο μαζί μου!"
Πόσοι τολμάνε να έρθουν απροειδοποίητα εδώ;,"Πόσοι τολμάνε να έρθουν εδώ μέσα στον κόσμο να μιλήσουν;
Απροειδοποίητα.
Αδιαμεσολάβητα.
Δώστε μας την ευκαιρία."
Συγκέντρωση για τη φορολόγηση των ελεύθερων επαγγελματιών,
"Συνέντευξη στο Κόκκινο 105,5 και στην Ευγενία Λουπάκη","Με τίμησε ο Αλέξης Τσίπρας να είμαι στο Επικρατείας. Έτρεξα για μήνες, δίπλα του. Αν δεν σεβόμουν το κόμμα, δεν θα σεβόμουν τον Αλέξη Τσίπρα.
Επειδή ακριβώς σέβομαι το κόμμα, έτεινα χείρα φιλίας από την πρώτη μέρα.
Προσκάλεσα την κυρία Αχτσιόγλου στο γραφείο μου στη βουλή και της προσέφερα όποιον ρόλο ήθελε.
Άρα, όταν διαβάζω ότι «δεν υπάρχει δυνατότητα συμβίωσης με την τωρινή ηγετική ομάδα», ξέρετε τι σκέφτομαι; Μα θα ήταν ηγετική ομάδα αν είχαν αποδεχθεί την πρόσκλησή μου.
Και αυτήν την εβδομάδα, είπα ότι ήθελα να κάνω ένα πολιτικό κέντρο, να είμαστε ισότιμοι, δεν υπάρχει στενός κύκλος. Έχω πει τόσες φορές: ο δεύτερος είναι πρώτος. 
Από εκεί και πέρα, κανείς δεν έχει δικαίωμα να παίζει με την υπομονή και την αγωνία του κόσμου του ΣΥΡΙΖΑ. Αν είναι να αποφασίσουν κάτι, ας το αποφασίσουν τώρα. Ούτε εγώ έχω δικαίωμα να παίζω με την υπομονή και την αγωνία του κόσμου του ΣΥΡΙΖΑ."
Ομιλία στο κλείσιμο των εργασιών της Κεντρικής Επιτροπής του ΣΥΡΙΖΑ - ΠΣ,"Δεν πρέπει κανείς να χειροκροτήσει για την αποχώρηση της ομάδας της Ομπρέλας.
Να σας πω γιατί;
Όχι επειδή αισθάνομαι άσχημα για τα 43 άτομα που υπογράφουν, αλλά διότι υπάρχει κόσμος του ΣΥΡΙΖΑ που βάσισε τις ελπίδες του και σε αυτούς τους ανθρώπους.
Δεν μπορούμε, αλαζονικά, να προσβάλλουμε όσους έβαλαν σταυρό σε αυτούς τους ανθρώπους.
Και θέλω να πω στον κόσμο που είχε ευθυγραμμιστεί με τη συγκεκριμένη πρώην τάση του ΣΥΡΙΖΑ: έχετε χώρο εδώ μαζί μας, γιατί εδώ η μόνη τάση θα είναι η δημοκρατική τάση από τη βάση. Με τα όργανα να κάνουν πολιτική από εσάς για εσάς και για όλη την κοινωνία.
Υπάρχουν δύο βουλευτές που έχουν υπογράψει την αποχώρησή τους από τον ΣΥΡΙΖΑ. Τους θυμίζω το άρθρο 2β του κώδικα δεοντολογίας, στον οποίο έχουν συμφωνήσει, που λέει: «Όλοι και όλες οι βουλευτές που εκλέγονται με ψηφοδέλτιο του ΣΥΡΙΖΑ δεσμεύονται πολιτικά και ηθικά ότι η έδρα που καταλαμβάνουν ανήκει στο κόμμα και όχι στους ίδιους και στις ίδιες». Τους καλώ να δώσουν την έδρα πίσω στον ΣΥΡΙΖΑ. Διότι στις πλάτες του Αλέξη και του ΣΥΡΙΖΑ έχουν τις έδρες.
Έχουμε προφανώς μία νέα πραγματικότητα: Πλέον δεν υπάρχουν διαγραφές. Συνεπώς δεν υπάρχει κανένας λόγος δημοψηφίσματος για κανένα θέμα.
Το καταστατικό του κόμματος πάντα ίσχυε, πάντα θα ισχύει, και με μένα πρώτα από όλους.
Από την εισήγηση την οποία ετοίμασαν οι γραμματείς, σας διαβάζω τη διατύπωση η οποία με βρίσκει πλήρως σύμφωνο: «Τα άτομα που εκτοξεύουν τέτοιες ύβρεις και συκοφαντίες δεν μπορεί να φέρουν την ιδιότητα του μέλους του ΣΥΡΙΖΑ - Προοδευτική συμμαχία και δεν μπορεί να εκπροσωπούν το κόμμα».
Σήμερα αρχίζει η ενότητα του ΣΥΡΙΖΑ.
Όπως είπα και χθες -και το εννοώ-, δεν υπάρχει στενός κύκλος. Θέλετε να δουλέψετε; Ελάτε. «Ξεσκονίζω» από πάνω μας ό,τι έχει ειπωθεί εδώ μέσα.
Αύριο είναι μία καινούργια μέρα για τον ΣΥΡΙΖΑ."
Ομιλία στην έναρξη των εργασιών της Κεντρικής Επιτροπής του ΣΥΡΙΖΑ - ΠΣ,"Ομιλία του προέδρου του ΣΥΡΙΖΑ - Προοδευτική Συμμαχία, Στέφανου Κασσελάκη, στην έναρξη των εργασιών της Κεντρικής Επιτροπής του ΣΥΡΙΖΑ - Προοδευτική Συμμαχία. (11.11.2023)"
Δε θα κάνω πίσω. Θα τιμήσω την εντολή που έλαβα πλήρως.,"Δε θα κάνω πίσω.
Η λειτουργία ενός κόμματος, πόσω μάλλον της Αξιωματικής Αντιπολίτευσης, αποτελεί πολύ σοβαρό ζήτημα για να γίνεται θέμα αναβολών και σκόπιμων ή μη καθυστερήσεων.

Γι’ αυτόν τον λόγο αύριο θα ζητήσω από την Κεντρική Επιτροπή να αποφασίσει τη διεξαγωγή δημοψηφίσματος απευθείας από τα μέλη και τους φίλους του κόμματος για την αποπομπή των 4 στελεχών που προσέβαλαν βάναυσα όλους μας. Εάν η Κ.Ε. αρνηθεί, θα προχωρήσω στη διεξαγωγή του δημοψηφίσματος με αίτημα του 15% των μελών του ΣΥΡΙΖΑ, ακριβώς όπως προβλέπει το καταστατικό μας.

Στο όνομα των αγωνιστών της καθημερινότητας και όχι των κομματικών γραφείων, σας λέω ξεκάθαρα:
Δε θα κάνω πίσω! Θα τιμήσω την εντολή που έλαβα πλήρως. Ο ΣΥΡΙΖΑ θα γίνει ένα υγιές, ενιαίο κόμμα, όπου η μόνη τάση θα είναι η δημοκρατία από τη βάση."
473.000 ελεύθεροι επαγγελματίες θα πληρώσουν επιπλέον φόρο 1444 ευρώ ο καθένας!,"Ξέρετε τι είναι να γίνει με το νέο φορολογικό καθεστώς Μητσοτάκη;
Δείτε στο βίντεο.
Η λογική «41% έχω, ό,τι θέλω κάνω» οδηγεί ΚΑΙ σε φορολογική αλαζονεία. 
Δεσμευόμαστε στους ελεύθερους επαγγελματίες ότι με εισόδημα ως 10.000 ευρώ, ο φόρος τους θα είναι ΜΗΔΕΝ.
Όχι επειδή σας κάνουμε χάρη.
Αλλά επειδή με αυτά τα εισοδήματα, είναι κοινωνική ανάγκη ο φόρος που πληρώνετε να είναι ΜΗΔΕΝ."
Ομιλία στη συνεδρίαση της ΚΟ του ΣΥΡΙΖΑ - ΠΣ,"Η πρότασή μας για ένα Δημόσιο με Αξιοκρατία: Όλες οι διοικήσεις να επιλέγονται από το ΑΣΕΠ.

Ο ΣΥΡΙΖΑ προτείνει τα αυτονόητα: 

Όλες οι διαδικασίες επιλογής των Διοικήσεων του Δημοσίου να περάσουν στον πλήρη έλεγχο του ΑΣΕΠ. Εμπιστευόμαστε την Ανεξάρτητη Αρχή να επιλέξει τους πραγματικά κατάλληλους για κάθε θέση. Αυτό σημαίνει για εμάς αριστεία. 
Δεν είναι μάρκετινγκ. Στην πράξη, για τις ζωές των Ελλήνων.
Όλη η διαδικασία ξεκινάει και ολοκληρώνεται από τον ΑΣΕΠ. Αυτή είναι και η δική μας πρόταση. Χωρίς δισταγμούς, χωρίς εκπτώσεις, χωρίς υπεκφυγές.

Στην πράξη λοιπόν:

1) Η επιλογή των Διοικητών των δημόσιων Οργανισμών να γίνεται αποκλειστικά από το ΑΣΕΠ. Χωρίς καμία παρέμβαση της κυβέρνησης.  Πετάμε τον κομματισμό και το ρουσφέτι έξω από το Δημόσιο Τομέα. Φέρνουμε οξυγόνο αξιοκρατίας και διαφάνειας στη λειτουργία του Δημοσίου.
 
 2) Οι Διοικήσεις των Οργανισμών θα αξιολογούνται ανά τακτά διαστήματα τόσο από τους εργαζόμενους, όσο και από τις τοπικές κοινωνίες και τους αποδέκτες των υπηρεσιών τους. Δίνουμε το λόγο στην κοινωνία. Αυτούς υπηρετούμε, σε αυτούς λογοδοτούμε."
Δήλωση για την 28η Οκτωβρίου,"Xρόνια πολλά σε όλες τις Eλληνίδες και σε όλους τους Έλληνες.
Eίναι μια συγκινητική μέρα για τη χώρα μας, για το έθνος μας, για όλο τον ελληνισμό. Eίναι η ημέρα που 83 χρόνια πριν, η Eλλάδα ξάφνιασε όλη την υφήλιο. Πολύ πιο δυνατές, θεωρητικά, χώρες έπεσαν μέσα σε λίγες μέρες. 
Ο ελληνικός λαός είπε ΟΧΙ και πέτυχε το ακατόρθωτο. Με μία αντίσταση η οποία άλλαξε την Ιστορία. 
Είμαστε η μόνη χώρα η οποία γιορτάζει και την απελευθέρωση και την αντίσταση ενάντια στο φασισμό.
Πρέπει να θυμόμαστε αυτή τη μέρα, να αντλούμε έμπνευση από τους αγώνες του ελληνικού λαού και να συνειδητοποιούμε κάθε μέρα ότι ο τρόπος με τον οποίο προστατεύουμε τη χώρα μας, την ελευθερία μας είναι με το να είμαστε μία ενωμένη κοινωνία. Μια κοινωνία η οποία με αίσθημα συλλογικότητας μπορεί να χτίσει μια πραγματικά δυνατή οικονομία η οποία με τη σειρά της θα υποστηρίξει τις ένοπλες δυνάμεις. 
Πάνω από όλα όμως, ενότητα μεταξύ μας. Αυτή θα υπηρετήσω προσωπικά ως αρχηγός αξιωματικής αντιπολίτευσης."
Ομιλία στο 27ο ετήσιο Συνέδριο του Economist,"Ομιλία του Προέδρου του ΣΥΡΙΖΑ-Προοδευτική Συμμαχία, Στέφανου Κασσελάκη, στο 27ο ετήσιο Συνέδριο του Economist. (26.10.2023)"
Προς το καλύτερο. Προς το Δίκαιο. Προς την Αριστερά.,"Έψαξαν τι έλεγα στα 19 και στα 24 μου. Λες και οι άνθρωποι
δεν αλλάζουν. Ειδικά σε αυτήν την ηλικία.
Βιωματικά μεγάλωσα. Έγινα επιχειρηματίας. Είδα τις
γιγαντιαίες ανισότητες. Άλλαξα. Έχω τη δύναμη να αλλάζω.
Εγώ δεν ανήκω σε πολιτική οικογένεια. Δεν είμαι κληρονόμος. Ό,τι είμαι είναι ό,τι κατέκτησα μόνος. Γι’ αυτόν τον λόγο έχω την ελευθερία της Αλλαγής. Προς το καλύτερο. Προς το Δίκαιο. Προς την Αριστερά."
Για τον προοδευτικό κόσμο που ύψωσε ανάστημα,"Ήθελα να είμαι μαζί σας απόψε.
Σας στέλνω ένα μήνυμα από τη Νέα Υόρκη.
Για τον προοδευτικό κόσμο που ύψωσε ανάστημα.
Για τη σύγχρονη Αριστερά που ακομπλεξάριστα είπε, πριν καν την πρώτη Κυριακή, «είμαστε με τους προοδευτικούς υποψηφίους χωρίς αστερίσκους».
Και είδατε τι έγινε."
Stefanos Kasselakis Live Stream,
Ομιλία στη γενική συνέλευση των μελών του ΣΕΒ,"Ομιλία του προέδρου του ΣΥΡΙΖΑ-Προοδευτική Συμμαχία,  Στέφανου Κασσελάκη, στη γενική συνέλευση των μελών του ΣΕΒ. (11.10.2023)"
Αποσπάσματα από τη συνέντευξή μου στην εκπομπή «Πρωταγωνιστές» και τον Σταύρο Θεοδωράκη,"«Ανθρωπιά». Αυτή είναι η πολιτική μου σκέψη. Ό,τι κάνω, σκέφτομαι: «Το κάνουμε με ανθρωπιά;»
👉Για όσους νομίζουν ότι έχουν βρει ένα «αμερικανάκι» σε μένα, σύντομα θα καταλάβουν ότι έχουν βρει έναν Κρητίκαρο.
👉Μία από τις συμβουλές που μου έδωσε ο Αλέξης Τσίπρας: «Από κάθε έναν να παίρνεις κάτι θετικό». Και νομίζω είναι πολύ σοφό αυτό.
👉Ποτέ δεν θα με ακούσεις να λέω ότι γνωρίζω τα πάντα. Είναι αλαζονικό να είσαι πολιτικός και να λες «ξέρω τα πάντα». Διότι στα χέρια σου έχεις τη ζωή του πολίτη και αν λοιπόν νομίζεις ότι ξέρεις τα πάντα και είσαι λάθος, χαλάς το μέλλον του πολίτη. Αυτό που πρέπει να κάνεις ως πολιτικός και ειδικά σαν κυβέρνηση είναι να κάνεις λιγότερα λάθη.
👉Η υγιής επιχειρηματικότητα και η προκοπή είναι αριστεροί όροι. Δεν πρόκειται να τους δώσουμε στη Δεξιά. Η αντίδραση «Α! Είσαι επιχειρηματίας και πρέπει να είσαι δεξιός» είναι μια προκατάληψη. Τα μέλη του ΣΥΡΙΖΑ απέδειξαν ξεκάθαρα ότι είναι προκατάληψη.
👉Η Παιδεία είναι δημόσιο αγαθό, το ρεύμα είναι δημόσιο αγαθό. Το νερό είναι δημόσιο αγαθό. Έχει αποδειχθεί σε διάφορες χώρες, και στις Ηνωμένες Πολιτείες και στο Ηνωμένο Βασίλειο, ότι τα δημόσια αγαθά, όταν διοικούνται με όρους κερδοσκοπικούς,  μπορεί να δημιουργήσουν προβλήματα στην κοινωνία.
👉Δεν είναι προσωπικό του γονέα. Είναι προσωπικό του παιδιού. Άρα να σεβόμαστε τη βούληση του παιδιού για το πώς θέλει να εκδηλωθεί, να είναι ο εαυτός του. Και η δεύτερη συμβουλή που θα είχα, είναι: Μην περιμένετε αναγκαστικά να το πει το παιδί σε εσάς. Μην περιμένεις να το ακούσεις από τον γιο σου, την κόρη σου. Διαβάστε τα μηνύματα και δώστε μια ζεστασιά.
👉Υπάρχει μια μεγάλη πλειοψηφία στην Ελλάδα που θέλει να ξεφύγει από το «Συριζαίος» και το «Νεοδημοκράτης» στο Νοσοκομείο, στο Πανεπιστήμιο, στη Δικαιοσύνη, στο Δημόσιο.
Ακριβώς αυτό πρέπει να αλλάξουμε."
Ομιλία στη συνεδρίαση της ΚΟ του ΣΥΡΙΖΑ - ΠΣ,"Ομιλία του προέδρου του ΣΥΡΙΖΑ - Προοδευτική Συμμαχία, στη συνεδρίαση της ΚΟ. (05.10.2023)"
"Δήλωση μετά την συνάντηση με τον Πρόεδρο της Κυπριακής Δημοκρατίας, κ. Χριστοδουλίδη","Δήλωση του προέδρου του ΣΥΡΙΖΑ - ΠΣ, Στέφανου Κασσελάκη, μετά την συνάντηση με τον Πρόεδρο της Κυπριακής Δημοκρατίας, κ. Χριστοδουλίδη. (04.10.2023)"
"Ο πρωθυπουργός της νέας εποχής ό,τι λέει θα το κάνει. Και για ό,τι κάνει, θα έχει όλη την ευθύνη.",
Η παρακμή τελειώνει. Θα είμαστε εδώ για να στηρίξουμε μια Σύγχρονη Ελλάδα.,
Θα έχουμε το δικό μας μεγάφωνο και θα είστε εσείς,"«Πουθενά το Κράτος. Εσείς είστε οι πρώτοι που μπαίνετε στα σπίτια μας».
Η φράση που ακούω από το πρωί.
Στη Μαγνησία, στην Καρδίτσα, στη Φθιώτιδα.
Μιλώντας με πλημμυροπαθείς και εθελοντές που έχουν μόνο ο ένας τον άλλο, απέναντι στη λάσπη και τον χρόνο.
Κάνω έκκληση στην Πολιτεία για βοήθεια.
Είναι μόνοι τους.
Στον Παλαμά Καρδίτσας, είχα πάει πριν από δύο εβδομάδες.
«Κασσελάκη, ήρθες πάλι;», είπε ένας κάτοικος μόλις με είδε.
Τον ρώτησα: «Έχει έρθει κανείς στο μεταξύ;».
«Κανένας δεν ήρθε…», απάντησε.

Θα είμαι εκεί που «κανένας δεν πάει».
Εκεί που το πρόβλημα δεν κρύβεται κάτω από το χαλί.
Ακόμη και τώρα που γράφω αυτές τις γραμμές, μέσα στο αυτοκίνητο, πηγαίνω από χωριό σε χωριό. Μαζί με τον Σωκράτη Φάμελλο.

«Απροειδοποίητα ήρθατε», μας είπε μία παρέα στο καφενείο πριν από δυο ώρες. Απροειδοποίητα. Απρόβλεπτα. Αδιαμεσολάβητα.

Αυτός θα είναι ο ΣΥΡΙΖΑ από εδώ και πέρα.
Θα αρχίζει από την κοινωνία.
Θα έχουμε το δικό μας μεγάφωνο και θα είστε εσείς."
"Συνέντευξη στο κεντρικό δελτίο ειδήσεων του ""STAR""","Συνέντευξη του προέδρου του ΣΥΡΙΖΑ - Προοδευτική Συμμαχία, Στέφανου Κασσελάκη, στο κεντρικό δελτίο ειδήσεων του ""STAR"" και τη δημοσιογράφο Μάρα Ζαχαρέα. (28.09.2023)"
Ο ΣΥΡΙΖΑ θα κερδίζει από εδώ και πέρα,"Ο ΣΥΡΙΖΑ θα κερδίζει από εδώ και πέρα.
Τα ευχαριστώ που έχω να πω: Στα μέλη, στα στελέχη, στον Νίκο Παππά, στους εθελοντές, στην κοινωνία, στην οικογένειά μου.
Στους πολέμους ο πρώτος είναι πρώτος και ο δεύτερος τίποτα.
Στους συντρόφους, ο πρώτος είναι πρώτος και ο δεύτερος είναι πρώτος.
Να το θυμάστε αυτό.
Ευχαριστώ για όλα.
Δεν πρόκειται να σας προδώσω ποτέ."
"Αν δεν πας σήμερα, δεν αλλάζει το αύριο. Πάμε!",
Μιλάω στους 150.000 που αναστήσατε τον ΣΥΡΙΖΑ,"Σήμερα δε μιλάω μόνο σε εσάς που με στηρίξατε. Μιλάω στους 150.000 που αναστήσατε τον ΣΥΡΙΖΑ.
Σας ζητώ τώρα να είμαστε μαζί.
Γιατί ο νέος Πρόεδρος χρειάζεται τη δύναμη όλων. 
Γιατί θα είναι Πρόεδρος όλων.
Όχι για τη μεταπολιτική αλλά για την πολιτική μετά τη Δεξιά του Μητσοτάκη."
"👉 «Αποκάλυψε την ατζέντα του, δεν είναι πατριώτης»",
👉 «Να μας πει τι πρεσβεύει στην εξωτερική πολιτική»,
👉 «Πώς θα πάει να μας εκπροσωπήσει διεθνώς;»,
"👉 «Δεν φταίει που δεν ξέρει καλά ελληνικά, είναι άσχετος»",
Δήλωση μετά τον α’ γύρο των εκλογών για πρόεδρο του ΣΥΡΙΖΑ,"Δήλωση μετά τον α’ γύρο των εκλογών για πρόεδρο του ΣΥΡΙΖΑ - ΠΣ.
(17.09.2023)"
Ομιλία στο Θησείο,
Αυτό αρχίζει την Κυριακή,"Αυτό αρχίζει την Κυριακή: ΤΕΛΟΣ

👉Οι επιδοτήσεις στα κανάλια
👉Οι ασυλίες των βουλευτών
👉Το ακαταδίωκτο των τραπεζιτών
👉Οι διορισμοί των πολιτικών στα νοσοκομεία
Θέλουμε μια Ελλάδα όπου δε θα χρειάζεται να υποκύψεις στη λαμογιά για να πας μπροστά.

*Μάθε πού ψηφίζεις: http://bit.ly/3LfCgFz
*Μάθε πώς θα γίνεις εθελοντής: https://bit.ly/461O5XZ"
Η Σύγχρονη Αριστερά σάς έχει ανάγκη,"Δώστε μου μισή ώρα από την Κυριακή σας. 
Γραφτείτε επιτόπου στα εκλογικά τμήματα του ΣΥΡΙΖΑ σε όλη τη χώρα και ψηφίστε.

Η Σύγχρονη Αριστερά σάς έχει ανάγκη.
Η Ελλάδα που θέλουμε σας έχει ανάγκη. 
Η ζωή που ονειρευόμαστε σας έχει ανάγκη.

👉Μάθε πού ψηφίζεις: http://bit.ly/3LfCgFz"
Πώς θα γίνει η αλλαγή που όλοι θέλουμε αν δεν ψηφίσετε την Κυριακή; Δείτε πόσο απλό είναι!,
Γιατί το συλλογικό είναι πιο μεγάλο από τον καθένα μόνο του,"Καμιά φορά ξεχνάμε ποιοι είμαστε, από πού ερχόμαστε και τι θέλουμε να πετύχουμε.
Ως κόμμα, όχι ως υποψήφιοι. 
Γι’ αυτό θα είμαστε όλοι μαζί.
Γιατί το συλλογικό είναι πιο μεγάλο από τον καθένα μόνο του.
Με αλληλεγγύη μεταξύ μας.
Για να φτιάξουμε ένα κράτος αλληλεγγύης για όλους."
Η ομιλία μου σε 2 λεπτά και 58 δευτερόλεπτα,"👉Μάθε πώς θα γίνεις εθελοντής: https://bit.ly/44QCcCZ

Αν θέλετε ένα κόμμα του 10-15%, δεν είμαι εγώ ο καταλληλότερος.
Ας αφήσουμε τις αυταπάτες. Υπάρχει μόνο ο δρόμος της νίκης. Της αυτοδύναμης νίκης.

*Ομιλία στο Διαρκές Συνέδριο του ΣΥΡΙΖΑ - Προοδευτική Συμμαχία."
Ομιλία στο διαρκές συνέδριο του ΣΥΡΙΖΑ-ΠΣ,"Την επόμενη μέρα της εκλογής μου, το επιχείρημα «τι διαμαρτύρεστε; 41%!» τελειώνει. Ως άλλοθι και ως πραγματικότητα.

Στα δύσκολα, μετά την πρώτη οδυνηρή ήττα, στάθηκα δίπλα στον Αλέξη. Αλωνίσαμε κάθε γωνιά της πατρίδας μας.
Είδα από πρώτο χέρι ποιοι του στάθηκαν. 
Και είδα ποιοι αντιδρούσαν στο άνοιγμα στην κοινωνία, θεωρώντας το δεξιά απόκλιση.
Δεξιά απόκλιση θεωρούν οι ίδιοι σήμερα και τη δική μου υποψηφιότητα.
Εμένα τον ίδιο.
Είμαι όμως το ακριβώς αντίθετο.
Γιατί δεξιά απόκλιση είναι ό,τι συμφέρει τη δεξιά του κ. Μητσοτάκη."
